gene chr snp clr start end ncd05 ncd04 ncd03 facet density candens
LOC105203874 CM031906.1 4048181 17.0777982232441 4043961 4048961 0.321868413079808 0.229927517575679 0.148775170436851 CM031906.1 0.00385006772820058 1
LOC105203835 CM031906.1 4266994 6.6023391435395 4263961 4268961 0.083333 0.016667 0.116667 CM031906.1 0.00385613280262205 1
LOC105196849 CM031907.1 2139377 6.27282451497177 2134906 2139906 0.083333 0.016667 0.116667 CM031907.1 0.00392348987309725 1
LOC105205751 CM031905.1 23294161 15.0094118293323 23290465 23295465 0.211235296321879 0.148401396260925 0.139375745422911 CM031905.1 0.00394936366625998 1
LOC105205750 CM031905.1 23294161 15.0094118293323 23290465 23295465 0.211235296321879 0.148401396260925 0.139375745422911 CM031905.1 0.00394936366625998 1
LOC105203807 CM031906.1 4882750 0.0652569119657187 4878961 4883961 0.083333 0.016667 0.116667 CM031906.1 0.00397544452284528 1
LOC105194956 CM031902.1 1021864 0.00747623177434775 1017673 1022673 0.083333 0.016667 0.116667 CM031902.1 0.00397544452284528 1
LOC105204557 CM031903.1 2540813 0 2536271 2541271 0.083333 0.016667 0.116667 CM031903.1 0.00397544452284528 1
LOC105201611 CM031911.1 5017699 0 5014627 5019627 0.083333 0.016667 0.116667 CM031911.1 0.00397544452284528 1
LOC105199162 CM031911.1 8831480 0.371324934021402 8827127 8832127 0.083333 0.016667 0.116667 CM031911.1 0.00403406740767661 1
LOC105203243 CM031913.1 6657033 16.4353225425554 6653048 6658048 0.290066241646614 0.196300811366107 0.113708366196125 CM031913.1 0.00414107927409029 1
LOC105203447 CM031915.1 9091999 16.2167020468971 9088456 9093456 0.278004470129505 0.19514129601903 0.137381823441046 CM031915.1 0.00420351056126162 1
LOC105203865 CM031906.1 4345125 4.29509340128931 4341461 4346461 0.083333 0.016667 0.116667 CM031906.1 0.00420785308820118 1
LOC105196627 CM031906.1 17060684 16.6120547191144 17056461 17061461 0.324812088832202 0.249201831958633 0.196723697229232 CM031906.1 0.0043004707627063 1
LOC105200045 CM031905.1 18319453 15.9861776558728 18315465 18320465 0.272141705985657 0.21609820947149 0.19833245860621 CM031905.1 0.00432978274079126 1
LOC105194265 CM031903.1 9531818 13.9388238174047 9528771 9533771 0.196961206081299 0.121357804450311 0.10325558919981 CM031903.1 0.00437852481523076 1
LOC105193621 CM031903.1 29079898 16.4236242187861 29076271 29081271 0.321536896951664 0.233262911971245 0.159490426362541 CM031903.1 0.00442965547856902 1
LOC113004756 CM031903.1 29079898 16.4236242187861 29076271 29081271 0.321536896951664 0.233262911971245 0.159490426362541 CM031903.1 0.00442965547856902 1
LOC105207636 CM031914.1 14211140 12.3784045300361 14207387 14212387 0.164231341168487 0.0886058693804573 0.0934348262444648 CM031914.1 0.00444814696779341 1
LOC105205478 CM031914.1 134046 16.3037617043292 129887 134887 0.4166667 0.3166667 0.2166667 CM031914.1 0.0044667379726144 1
LOC105196377 CM031904.1 1481265 6.87721267841448 1476519 1481519 0.1 0 0.1 CM031904.1 0.00447285841961383 1
LOC105200264 CM031911.1 9857338 16.3638739885905 9854627 9859627 0.319438231389857 0.234303102142247 0.166598630467 CM031911.1 0.00448799747925835 0
LOC105198032 CM031907.1 12053822 16.4440760287461 12049906 12054906 0.335345011226953 0.24232207195137 0.158062318579746 CM031907.1 0.00450740250319184 0
LOC105202512 CM031906.1 3811565 13.7685420009233 3808961 3813961 0.198416462391953 0.135411525061812 0.131542653504459 CM031906.1 0.00454806400066406 0
LOC105196718 CM031903.1 10605684 16.295533509639 10601271 10606271 0.321199330642757 0.231740091493369 0.155685355783243 CM031903.1 0.00457779105276244 0
LOC105201364 CM031913.1 5632134 16.0782579984024 5628048 5633048 0.4230769 0.3230769 0.2230769 CM031913.1 0.00464655672163375 0
LOC105194024 CM031912.1 18254537 14.3087267840779 18250245 18255245 0.217315449980552 0.148066724149115 0.128924415066542 CM031912.1 0.00467896471593336 0
LOC105196711 CM031903.1 10399958 16.2294464130943 10396271 10401271 0.326330827361745 0.227747527728846 0.131324269983127 CM031903.1 0.00469189354937006 0
LOC120358891 CM031910.1 1811781 16.1088129409589 1808769 1813769 0.315597979869948 0.222072845926718 0.137951487480172 CM031910.1 0.00469467092843315 0
LOC105198985 CM031904.1 18795806 0.00832318180920311 18791519 18796519 0.1 0 0.1 CM031904.1 0.00471791117060027 0
LOC105195542 CM031904.1 22814037 16.1987560902763 22811519 22816519 0.34356047736773 0.249748746962107 0.163447458252316 CM031904.1 0.00478112008478883 0
LOC105198576 CM031907.1 12066922 11.2516741156866 12062406 12067406 0.153944495257219 0.0917829375210883 0.114670430451795 CM031907.1 0.00479727861535868 0
LOC120358387 CM031908.1 19844274 0.614595230259113 19841007 19846007 0.1 0 0.1 CM031908.1 0.00483365984762813 0
LOC120360071 CM031902.1 20263382 15.7274489296072 20260173 20265173 0.292481687045087 0.211690616836788 0.155178275724213 CM031902.1 0.00484195467586936 0
LOC105194930 CM031904.1 6251145 15.8793468471354 6246519 6251519 0.308516267370095 0.228195693938287 0.170188901612227 CM031904.1 0.00487076173258189 0
LOC105195182 CM031905.1 2664652 15.159092275603 2660465 2665465 0.264764575518176 0.190116246323103 0.148956684249661 CM031905.1 0.00495200003149182 0
LOC105202260 CM031913.1 2314101 12.0298600257224 2310548 2315548 0.171165330157716 0.075240748587451 0.0449974471275872 CM031913.1 0.00496109543110849 0
LOC105197354 CM031913.1 2629887 14.3458911451549 2625548 2630548 0.231924775145937 0.164088455798979 0.141636652482658 CM031913.1 0.0049819986680835 0
LOC105196013 CM031912.1 15564905 1.65047696970851 15560245 15565245 0.1 0 0.1 CM031912.1 0.00498661804630712 0
LOC105202344 CM031905.1 18895570 15.7233639549059 18892965 18897965 0.319438231389857 0.234303102142247 0.166598630467 CM031905.1 0.00513194210108913 0
LOC105193800 CM031913.1 4774384 7.59746238471443 4770548 4775548 0.119123063199365 0.0531291274726021 0.10702852043264 CM031913.1 0.0051435906440842 0
LOC105202263 CM031913.1 2317505 13.0038666325199 2313048 2318048 0.203392073078082 0.118156402242959 0.0809539090532384 CM031913.1 0.00532427403279378 0
LOC105199137 CM031902.1 20254680 15.4943693743014 20250173 20255173 0.4 0.3 0.2 CM031902.1 0.00546522978590421 0
LOC105196777 CM031902.1 1731263 0 1727673 1732673 0.115385 0.015385 0.084615 CM031902.1 0.00550843987752685 0
LOC105197026 CM031913.1 9519293 0.105579965080189 9515548 9520548 0.115385 0.015385 0.084615 CM031913.1 0.00552911256835845 0
LOC105195877 CM031907.1 11458541 0.227155420812778 11454906 11459906 0.115385 0.015385 0.084615 CM031907.1 0.00554926702351657 0
LOC105197846 CM031907.1 15940952 15.2463379887756 15937406 15942406 0.309404910806846 0.230679612951367 0.175199226115279 CM031907.1 0.00555365938784098 0
LOC105200118 CM031911.1 5719867 0.613337505459469 5717127 5722127 0.115385 0.015385 0.084615 CM031911.1 0.0056420662415816 0
LOC105204551 CM031903.1 2752721 14.743747935098 2748771 2753771 0.280898191829624 0.200920380183675 0.147764015149672 CM031903.1 0.00565612446673186 0
LOC105194226 CM031906.1 18679076 0.69339504487715 18676461 18681461 0.115385 0.015385 0.0846150000000001 CM031906.1 0.00565899379098388 0
LOC105197968 CM031906.1 17621089 0.681384822448621 17616461 17621461 0.115385 0.015385 0.084615 CM031906.1 0.00565899379098388 0
LOC105199895 CM031907.1 16132430 12.4539029070021 16129906 16134906 0.201828365151165 0.159974476025371 0.17449635233893 CM031907.1 0.00567392447199477 0
LOC105202630 CM031913.1 9204780 1.03846006765068 9200548 9205548 0.115385 0.015385 0.084615 CM031913.1 0.00572109869368045 0
LOC105203848 CM031906.1 4061269 13.2994014974777 4056461 4061461 0.224893627030648 0.143933816314999 0.104195697987009 CM031906.1 0.0057232345737148 0
LOC105204437 CM031906.1 485272 4.56049003010398 481461 486461 0.115385 0.015385 0.084615 CM031906.1 0.00577022830492665 0
LOC105200915 CM031902.1 25130703 1.51209156316767 25127673 25132673 0.115385 0.015385 0.084615 CM031902.1 0.00579697408363351 0
LOC105200215 CM031912.1 9477505 1.48235564390296 9472745 9477745 0.115385 0.015385 0.084615 CM031912.1 0.00579697408363351 0
LOC105201747 CM031912.1 14346505 10.7501597109555 14342745 14347745 0.170034050211519 0.0746876488985964 0.0473804977249782 CM031912.1 0.0058061535290139 0
LOC105202408 CM031907.1 7284195 2.3505434060072 7279906 7284906 0.115385 0.015385 0.084615 CM031907.1 0.00588010435123115 0
LOC105200122 CM031911.1 5565448 2.50131657456757 5562127 5567127 0.115385 0.015385 0.084615 CM031911.1 0.00588399118155808 0
LOC105204073 CM031906.1 6488073 3.15404764824234 6483961 6488961 0.115385 0.015385 0.084615 CM031906.1 0.00589117395834062 0
LOC105196796 CM031908.1 17687216 8.83044012802236 17683507 17688507 0.146440975825302 0.0595406813363771 0.0751347194533482 CM031908.1 0.00589979268310178 0
LOC105194581 CM031902.1 6895752 11.9914037917088 6892673 6897673 0.198067594837385 0.140294352908447 0.141895168315674 CM031902.1 0.00595953031383627 0
LOC105204454 CM031906.1 395662 4.98286060152557 391461 396461 0.120948779102974 0.0641537774920542 0.116631072902979 CM031906.1 0.00598942683989428 0
LOC105196708 CM031903.1 10403017 15.0926739386401 10398771 10403771 0.338338832436282 0.240395212170181 0.145280936582699 CM031903.1 0.00599079783335788 0
LOC105197264 CM031903.1 6981666 14.2928760352366 6978771 6983771 0.273348352307824 0.183358601405559 0.111899203345701 CM031903.1 0.00602479858712683 0
LOC105201500 CM031912.1 9518002 0.159686010188352 9515245 9520245 0.125 0.025 0.075 CM031912.1 0.00605609260297485 0
LOC105193624 CM031903.1 29018363 14.6934734391721 29013771 29018771 0.301722900048857 0.237762893265313 0.205001654661353 CM031903.1 0.00608357024360078 0
LOC120359856 CM031909.1 16552456 14.3672572207051 16547566 16552566 0.282405734515471 0.189973587341037 0.111476135953945 CM031909.1 0.00611037369931718 0
LOC105202654 CM031912.1 18713485 8.65392062524177 18710245 18715245 0.151746968651766 0.0950495090027648 0.122644509980404 CM031912.1 0.00625086395826694 0
LOC105196709 CM031903.1 10399348 14.7401510833881 10396271 10401271 0.326330827361745 0.227747527728846 0.131324269983127 CM031903.1 0.00628096110486757 0
LOC105194907 CM031904.1 6228687 13.7325348630591 6224019 6229019 0.259930314924731 0.188429762202091 0.153126685950566 CM031904.1 0.00631666646023099 0
LOC105202655 CM031912.1 18720216 7.26305800432411 18715245 18720245 0.142857 0.042857 0.057143 CM031912.1 0.00653268700764038 0
LOC105200655 CM031915.1 7135024 8.4746422130374 7130956 7135956 0.155219218104589 0.0560411069573042 0.046778260645304 CM031915.1 0.00657031059282089 0
LOC105198316 CM031907.1 12076308 13.6388038127349 12072406 12077406 0.269231 0.169231 0.069231 CM031907.1 0.00664408307560678 0
LOC105200265 CM031911.1 9851328 14.0074586717731 9847127 9852127 0.290773126999701 0.212363884371105 0.160149390836131 CM031911.1 0.00664716339009647 0
LOC105193675 CM031902.1 8136851 14.3776092140548 8132673 8137673 0.315396159010829 0.235857043818462 0.17827605873696 CM031902.1 0.00665664625150221 0
LOC105199799 CM031907.1 4369803 2.80512504474598 4364906 4369906 0.128218545713949 0.0512873811478028 0.0939190899923972 CM031907.1 0.00665964952213817 0
LOC105196226 CM031908.1 4927661 0.0214161541761086 4923507 4928507 0.136364 0.036364 0.063636 CM031908.1 0.0066948898475472 0
LOC120358377 CM031908.1 4927661 0.0214161541761086 4923507 4928507 0.136364 0.036364 0.063636 CM031908.1 0.0066948898475472 0
LOC105203382 CM031907.1 1528485 0.0201670477243709 1524906 1529906 0.136364 0.036364 0.063636 CM031907.1 0.0066948898475472 0
LOC105198882 CM031907.1 12083363 10.4148988494088 12079906 12084906 0.184089501179453 0.0849837893041962 0.0235699903372912 CM031907.1 0.00671115406698249 0
LOC105203831 CM031906.1 4353486 14.4235101960991 4348961 4353961 0.338815535870155 0.245988266685588 0.161939764563803 CM031906.1 0.00678760340412126 0
LOC105201041 CM031903.1 8703292 0.324370771095005 8698771 8703771 0.136364 0.0363640000000001 0.063636 CM031903.1 0.00679009160407422 0
LOC105201617 CM031911.1 5487024 12.1661850972115 5482127 5487127 0.22440802027037 0.138163524714979 0.0884271426750105 CM031911.1 0.00681918983306445 0
LOC105195077 CM031905.1 84411 0.523579807886193 80465 85465 0.136364 0.036364 0.063636 CM031905.1 0.00683379031399111 0
LOC105195604 CM031904.1 23982732 0.501610683889879 23979019 23984019 0.136364 0.0363640000000001 0.063636 CM031904.1 0.00683379031399111 0
LOC105205336 CM031907.1 537103 5.00574436169292 532406 537406 0.136364 0.036364 0.063636 CM031907.1 0.00690407744713711 0
LOC105202266 CM031913.1 2340836 4.76728148923655 2338048 2343048 0.136364 0.036364 0.063636 CM031913.1 0.00695674342583676 0
LOC105195854 CM031907.1 11793638 1.06090880607113 11789906 11794906 0.136364 0.036364 0.063636 CM031907.1 0.00696540246877907 0
LOC105204356 CM031904.1 12233345 1.45004170225212 12229019 12234019 0.136364 0.036364 0.063636 CM031904.1 0.00702520293849187 0
LOC105202873 CM031903.1 28277381 1.40076870876271 28273771 28278771 0.136364 0.036364 0.063636 CM031903.1 0.00702520293849187 0
LOC120356818 CM031903.1 29528561 1.98117125195253 29523771 29528771 0.136364 0.036364 0.063636 CM031903.1 0.00710191891877543 0
LOC113003211 CM031904.1 14224474 2.04092430345557 14221519 14226519 0.136364 0.036364 0.063636 CM031904.1 0.00710992602852528 0
LOC105199969 CM031905.1 17226059 0 17222965 17227965 0.142857 0.042857 0.057143 CM031905.1 0.0071232447476722 0
LOC120358253 CM031907.1 5779361 3.25783816577095 5774906 5779906 0.136364 0.0363640000000001 0.063636 CM031907.1 0.00714006789697557 0
LOC105193989 CM031907.1 5779361 3.25783816577095 5774906 5779906 0.136364 0.0363640000000001 0.063636 CM031907.1 0.00714006789697557 0
LOC105203352 CM031905.1 14644495 2.65906478677533 14640465 14645465 0.136364 0.036364 0.063636 CM031905.1 0.00714502976589375 0
LOC105204400 CM031909.1 7872973 2.72293776425715 7870066 7875066 0.136364 0.0363640000000001 0.063636 CM031909.1 0.00714703986046036 0
LOC105201757 CM031912.1 14440936 0.141695440998546 14437745 14442745 0.142857 0.042857 0.057143 CM031912.1 0.00714945176730857 0
LOC105202265 CM031913.1 2319478 12.0545327271618 2315548 2320548 0.231851693586655 0.145473735839154 0.092574336719201 CM031913.1 0.00715814387799572 0
LOC105193576 CM031907.1 17645778 0.32340634821287 17642406 17647406 0.142857 0.042857 0.057143 CM031907.1 0.00719982858508437 0
LOC105204022 CM031906.1 7494795 0.401879523116577 7491461 7496461 0.142857 0.042857 0.057143 CM031906.1 0.00722398366074587 0
LOC105202511 CM031906.1 3819302 13.6824771220934 3816461 3821461 0.303045743162612 0.242857123529412 0.214761361629554 CM031906.1 0.00726690210707255 0
LOC105198366 CM031908.1 4228610 0.529533947247501 4226007 4231007 0.142857 0.042857 0.057143 CM031908.1 0.00727019188314546 0
LOC120357672 CM031904.1 22817298 13.9786605773394 22814019 22819019 0.335952110244883 0.243161572576733 0.15934641626968 CM031904.1 0.00739940475753719 0
LOC105194607 CM031912.1 8765715 1.07120359447543 8762745 8767745 0.142857 0.042857 0.057143 CM031912.1 0.00740917752888409 0
LOC105199366 CM031912.1 9753562 4.59551541194347 9750245 9755245 0.143338039462663 0.0483796812411988 0.0643070257203674 CM031912.1 0.00742654583459793 0
LOC105203873 CM031906.1 4057237 11.8012972757692 4053961 4058961 0.230550038798522 0.150201599159263 0.109397076697689 CM031906.1 0.00746531795091079 0
LOC105195484 CM031910.1 9940696 13.7956904836335 9936269 9941269 0.325638400355008 0.227264686622819 0.131370117552541 CM031910.1 0.00750869252321976 0
LOC105195504 CM031908.1 12834810 13.5744800196314 12831007 12836007 0.4285714 0.3285714 0.2285714 CM031908.1 0.00754226604763485 0
LOC105192789 CM031909.1 5664031 13.5744697321019 5660066 5665066 0.4285714 0.3285714 0.2285714 CM031909.1 0.00754226604763485 0
LOC105194368 CM031906.1 22869265 3.83826689679086 22866461 22871461 0.143338039462663 0.0483796812411988 0.0643070257203674 CM031906.1 0.00754307796351244 0
LOC105198486 CM031903.1 5305804 13.6479753104711 5301271 5306271 0.31389704681908 0.221169473485244 0.138926297012985 CM031903.1 0.00755808731649709 0
LOC105192991 CM031903.1 30463049 13.905020111427 30458771 30463771 0.347734650472558 0.259197047362609 0.182884749456363 CM031903.1 0.00758994465800179 0
LOC105193201 CM031910.1 12190072 2.80277614036963 12186269 12191269 0.143338039462663 0.0483796812411988 0.0643070257203674 CM031910.1 0.00760032933165148 0
LOC105194908 CM031904.1 6233444 13.7959536536035 6229019 6234019 0.338454400581295 0.246607196311957 0.164556486571767 CM031904.1 0.00763945995448619 0
LOC105200532 CM031906.1 2157115 12.5163832817967 2153961 2158961 0.260724332077618 0.190152265313844 0.156008303210609 CM031906.1 0.00772057405241202 0
LOC105195543 CM031904.1 22818573 13.7032023988723 22814019 22819019 0.335952110244883 0.243161572576733 0.15934641626968 CM031904.1 0.00772706041033904 0
LOC113005328 CM031907.1 2117422 8.76765974392768 2114906 2119906 0.179601823893857 0.0848045703131618 0.0461174061065884 CM031907.1 0.00772924386431058 0
LOC105195847 CM031904.1 21120021 13.1807972333428 21116519 21121519 0.294594455487815 0.203227402690095 0.125765103284504 CM031904.1 0.00773549766637742 0
LOC105205291 CM031906.1 23417588 5.78737346413169 23413961 23418961 0.153944495257219 0.0917829375210883 0.114670430451795 CM031906.1 0.00780967139312641 0
LOC105202593 CM031909.1 13754867 13.4326311170785 13750066 13755066 0.319573455311768 0.223899192360988 0.13466441007149 CM031909.1 0.00786408191273614 0
LOC105204535 CM031903.1 3017495 5.82016841951472 3013771 3018771 0.155219218104589 0.0560411069573042 0.046778260645304 CM031903.1 0.00786549959086775 0
LOC105203251 CM031913.1 6739738 13.4923710584484 6735548 6740548 0.32055692377865 0.230678572053525 0.153845590859392 CM031913.1 0.00787638223436253 0
LOC105203247 CM031913.1 6739738 13.4923710584484 6735548 6740548 0.32055692377865 0.230678572053525 0.153845590859392 CM031913.1 0.00787638223436253 0
LOC120359177 CM031912.1 13137489 11.9628153914977 13132745 13137745 0.246274153292626 0.179413930841504 0.154038172476825 CM031912.1 0.00787857653344229 0
LOC105198958 CM031907.1 12083046 8.86472054929578 12079906 12084906 0.184089501179453 0.0849837893041962 0.0235699903372912 CM031907.1 0.0079106509502609 0
LOC105193492 CM031907.1 18450814 13.5132544103576 18447406 18452406 0.335502513573267 0.243670056867847 0.161827861056062 CM031907.1 0.00794147730109011 0
LOC120358725 CM031904.1 16383280 4.66711279166315 16379019 16384019 0.151523083713341 0.107380840460484 0.141781680403358 CM031904.1 0.0079772500731728 0
LOC105194164 CM031913.1 2540536 13.6156984759424 2535548 2540548 0.369522729637488 0.273834367916216 0.182820880605599 CM031913.1 0.00798843672697048 0
LOC105199172 CM031909.1 10149822 13.144918787222 10145066 10150066 0.303045884584035 0.211409353695589 0.132480268329489 CM031909.1 0.00800262306074076 0
LOC105201645 CM031907.1 10321471 4.44640910742424 10317406 10322406 0.151211926884092 0.0614338139680963 0.0684337648046148 CM031907.1 0.00802950752081979 0
LOC105200719 CM031902.1 24842446 13.5802588788422 24837673 24842673 0.364215550666058 0.266879050033868 0.172614852625665 CM031902.1 0.00810271924343918 0
